"","","","filename","mapname","x","y","w","h","size","threshold","time","spacies"
"1",1,1,"D:/distribution_digitizer-main/data/input/pages\0064.tif","D:/distribution_digitizer-main/data/output/maps/matching/2_0064map_2_0.tif",1865,343,1230,1220,60.5079435,0.2,11.062796831131,"_danna"
