filename,mapname,x,y,w,h,size,threshold,time
D:/distribution_digitizer//data/input/pages\0060.tif,D:/distribution_digitizer//data/output/maps/matching/15_0060map_1_0.tif,1854,327,1225,1199,59.2246799375,0.15,4.233586549758911
