filename,mapname,x,y,w,h,size,threshold,time
D:/distribution_digitizer//data/input/pages\0060.tif,D:/distribution_digitizer//data/output/maps/matching/15_0060map_2_0.tif,1852,309,1230,1220,60.507943499999996,0.15,12.14099931716919
