"","","","filename","mapname","x","y","w","h","size","threshold","time","spacies"
"1",1,1,"D:/distribution_digitizer-main/data/input/pages\0064.tif","D:/distribution_digitizer-main/data/output/maps/matching/2_0064map_1_1.tif",1846,1665,1240,1180,58.999882,0.2,5.83705067634583,"_augias"
