"","","","","filename","mapname","x","y","w","h","size","threshold","time","spacies"
"1",1,1,1,"D:/distribution_digitizer-main/data/input/pages\0064.tif","D:/distribution_digitizer-main/data/output/maps/matching/2_0064map_1_0.tif",1848,369,1240,1180,58.999882,0.2,5.69968366622925,"_danna"
