"","page_number","file_name","map_name","x","y","w","h","size","threshold","time","species"
"1",59,"D:/distribution_digitizer/data/input/pages\0064.tif","D:/distribution_digitizer/data/output/maps/matching/59-2_0064map_2_1.tif",1864,1622,1230,1220,60.5079435,0.2,10.4554688930511,"_augias"
