"","","","filename","mapname","x","y","w","h","size","threshold","time","spacies"
"1",1,1,"D:/distribution_digitizer-main/data/input/pages\0064.tif","D:/distribution_digitizer-main/data/output/maps/matching/2_0064map_2_2.tif",1861,2914,1230,1220,60.5079435,0.2,11.4643769264221,"_ancilla"
