"","page_number","file_name","map_name","x","y","w","h","size","threshold","time","species"
"1",59,"D:/distribution_digitizer/data/input/pages\0064.tif","D:/distribution_digitizer/data/output/maps/matching/59-2_0064map_1_0.tif",1848,369,1240,1180,58.999882,0.2,4.12961554527283,"_danna"
