"","page_number","file_name","map_name","x","y","w","h","size","threshold","time","species"
"1",64,"D:/distribution_digitizer/data/input/pages\0069.tif","D:/distribution_digitizer/data/output/maps/matching/64-2_0069map_2_0.tif",240,336,1230,1220,60.5079435,0.2,13.7099030017853,"_ladakensis_centralis_sculda_chitralensis_asiatica"
