filename,mapname,x,y,w,h,size,threshold,time
D:/distribution_digitizer//data/input/pages\0060.tif,D:/distribution_digitizer//data/output/maps/matching/15_0060map_1_1.tif,1853,1649,1225,1199,59.2246799375,0.15,4.853511333465576
