"","page_number","file_name","map_name","x","y","w","h","size","threshold","time","species"
"1",64,"D:/distribution_digitizer/data/input/pages\0069.tif","D:/distribution_digitizer/data/output/maps/matching/64-2_0069map_1_0.tif",235,280,1240,1180,58.999882,0.2,19.1865479946136,"_ladakensis_centralis_sculda_chitralensis_asiatica"
