page_number,file_name,map_name,x,y,w,h,size,threshold,time
59,D:/distribution_digitizer/data/input/pages\0064.tif,D:/distribution_digitizer//data/output/maps/matching/59-2_0064map_1_1.tif,1846,1665,1240,1180,58.99988199999999,0.2,13.43789005279541
