"","","","filename","mapname","x","y","w","h","size","threshold","time","spacies"
"1",1,1,"D:/distribution_digitizer-main/data/input/pages\0069.tif","D:/distribution_digitizer-main/data/output/maps/matching/2_0069map_2_0.tif",240,336,1230,1220,60.5079435,0.2,13.7426528930664,"_ladakensis_centralis_sculda_chitralensis_asiatica"
