"","","","filename","mapname","x","y","w","h","size","threshold","time","spacies"
"1",1,1,"D:/distribution_digitizer-main/data/input/pages\0069.tif","D:/distribution_digitizer-main/data/output/maps/matching/2_0069map_1_0.tif",235,280,1240,1180,58.999882,0.2,8.683678150177,"_ladakensis_centralis_sculda_chitralensis_asiatica"
