ID,Local_X,Local_Y,Real_X,Real_Y,Red,Green,Blue,File
6,921,117,71.93856470336546,36.213544003674556,0,0,255,0-2_0171map_1_1.tif
7,955,107,72.38349123190726,36.34440474736332,0,0,255,0-2_0171map_1_1.tif
0,548,548,67.05745896377456,30.573445950688832,0,0,255,0-2_0177map_1_0.tif
1,549,514,67.07054503814344,31.018372479230628,0,0,255,0-2_0177map_1_0.tif
2,1243,195,76.15228065014365,35.1928302029022,0,255,0,0-2_0177map_1_0.tif
3,1205,189,75.65500982412635,35.27134664911546,0,255,0,0-2_0177map_1_0.tif
4,1231,180,75.99524775771714,35.38912131843534,0,255,0,0-2_0177map_1_0.tif
5,910,166,71.79461788530782,35.572326359599614,0,255,0,0-2_0177map_1_0.tif
6,1218,164,75.82512879092175,35.59849850833737,0,255,0,0-2_0177map_1_0.tif
7,933,155,72.09559759579197,35.71627317765726,0,255,0,0-2_0177map_1_0.tif
8,913,146,71.83387610841444,35.83404784697714,0,255,0,0-2_0177map_1_0.tif
9,943,126,72.22645833948074,36.09576933435467,0,255,0,0-2_0177map_1_0.tif
10,1076,109,73.9669062305413,36.31823259862557,0,255,0,0-2_0177map_1_0.tif
11,939,106,72.17411404200523,36.3574908217322,0,255,0,0-2_0177map_1_0.tif
12,1046,104,73.57432399947501,36.38366297046995,0,255,0,0-2_0177map_1_0.tif
13,1140,102,74.80441499014938,36.409835119207706,0,255,0,0-2_0177map_1_0.tif
14,1010,102,73.10322532219546,36.409835119207706,0,255,0,0-2_0177map_1_0.tif
15,885,89,71.4674660260859,36.5799540860031,0,255,0,0-2_0177map_1_0.tif
16,1124,85,74.59503780024737,36.632298383478606,0,255,0,0-2_0177map_1_0.tif
17,1086,67,74.09776697423007,36.86784772211838,0,255,0,0-2_0177map_1_0.tif
18,1137,52,74.76515676704275,37.06413883765153,0,255,0,0-2_0177map_1_0.tif
0,551,546,67.0967171868812,30.599618099426586,0,0,255,0-2_0180map_1_0.tif
1,601,514,67.751020905325,31.018372479230628,0,0,255,0-2_0180map_1_0.tif
2,548,503,67.05745896377456,31.16231929728827,0,0,255,0-2_0180map_1_0.tif
3,879,95,71.38894957987264,36.50143763978984,0,0,255,0-2_0180map_1_0.tif
0,499,725,66.41624131969962,28.25721078739771,0,0,255,0-2_0195map_1_0.tif
1,525,569,66.75647925329041,30.29863838894243,0,0,255,0-2_0195map_1_0.tif
2,553,516,67.12288933561894,30.992200330492878,0,0,255,0-2_0195map_1_0.tif
3,911,180,71.8077039596767,35.38912131843534,0,255,0,0-2_0195map_1_0.tif
4,1123,179,74.58195172587848,35.40220739280422,255,0,0,0-2_0195map_1_0.tif
5,1189,175,75.44563263422432,35.45455169027973,0,0,255,0-2_0195map_1_0.tif
6,908,152,71.76844573657006,35.755531400763886,0,255,0,0-2_0195map_1_0.tif
7,1114,135,74.4641770565586,35.977994665034785,0,0,255,0-2_0195map_1_0.tif
8,920,132,71.92547862899659,36.017252888141414,0,255,0,0-2_0195map_1_0.tif
9,1075,123,73.95382015617243,36.1350275574613,0,0,255,0-2_0195map_1_0.tif
10,895,110,71.59832676977467,36.30514652425669,0,255,0,0-2_0195map_1_0.tif
11,989,109,72.82841776044906,36.31823259862557,0,0,255,0-2_0195map_1_0.tif
12,923,109,71.96473685210321,36.31823259862557,0,255,0,0-2_0195map_1_0.tif
13,1106,102,74.35948846160758,36.409835119207706,255,0,0,0-2_0195map_1_0.tif
14,886,93,71.48055210045479,36.52760978852759,0,255,0,0-2_0195map_1_0.tif
15,1022,89,73.26025821462197,36.5799540860031,0,0,255,0-2_0195map_1_0.tif
16,972,70,72.60595449617816,36.82858949901175,0,255,0,0-2_0195map_1_0.tif
0,791,348,70.23737503541153,33.19066082446411,0,0,255,0-2_0205map_1_0.tif
1,992,316,72.86767598355569,33.60941520426815,0,0,255,0-2_0205map_1_0.tif
2,967,290,72.54052412433377,33.949653137858945,0,0,255,0-2_0205map_1_0.tif
3,1066,282,73.83604548685253,34.05434173280995,0,0,255,0-2_0205map_1_0.tif
4,923,254,71.96473685210321,34.420751815138495,0,0,255,0-2_0205map_1_0.tif
5,932,209,72.0825115214231,35.00962516173793,0,0,255,0-2_0205map_1_0.tif
6,1032,207,73.39111895831074,35.03579731047569,0,0,255,0-2_0205map_1_0.tif
0,677,930,68.74556255735962,25.57456554177805,0,0,255,0-2_0207map_1_0.tif
1,670,904,68.65396003677748,25.914803475368835,0,0,255,0-2_0207map_1_0.tif
2,638,867,68.23520565697343,26.398988227017263,0,0,255,0-2_0207map_1_0.tif
3,610,780,67.86879557464489,27.537476697109508,0,0,255,0-2_0207map_1_0.tif
4,671,757,68.66704611114636,27.838456407593664,0,0,255,0-2_0207map_1_0.tif
5,640,707,68.26137780571119,28.492760126037485,0,0,255,0-2_0207map_1_0.tif
6,892,634,71.55906854666804,29.448043554965462,0,0,255,0-2_0207map_1_0.tif
7,594,590,67.65941838474288,30.023830827196022,0,0,255,0-2_0207map_1_0.tif
8,517,572,66.6517906583394,30.2593801658358,0,0,255,0-2_0207map_1_0.tif
9,879,564,71.38894957987264,30.36406876078681,0,0,255,0-2_0207map_1_0.tif
10,539,503,66.93968429445468,31.16231929728827,0,0,255,0-2_0207map_1_0.tif
11,1091,470,74.16319734607444,31.59415975146119,0,0,255,0-2_0207map_1_0.tif
12,947,381,72.27880263695624,32.75882037029119,0,0,255,0-2_0207map_1_0.tif
13,1037,366,73.45654933015511,32.95511148582433,0,0,255,0-2_0207map_1_0.tif
14,907,238,71.75535966220119,34.630129005040516,0,0,255,0-2_0207map_1_0.tif
15,990,216,72.84150383481793,34.918022641155794,0,0,255,0-2_0207map_1_0.tif
16,977,185,72.67138486802253,35.323690946590965,0,0,255,0-2_0207map_1_0.tif
17,915,182,71.8600482571522,35.36294916969759,0,0,255,0-2_0207map_1_0.tif
18,1130,176,74.67355424646063,35.44146561591085,0,0,255,0-2_0207map_1_0.tif
19,1086,162,74.09776697423007,35.62467065707512,0,0,255,0-2_0207map_1_0.tif
20,916,132,71.87313433152107,36.017252888141414,0,0,255,0-2_0207map_1_0.tif
0,949,452,72.304974785694,31.829709090100966,0,0,255,0-2_0210map_1_0.tif
1,1023,261,73.27334428899084,34.32914929455636,0,0,255,0-2_0210map_1_0.tif
2,1011,224,73.11631139656433,34.81333404620479,0,0,255,0-2_0210map_1_0.tif
0,524,575,66.74339317892152,30.22012194272917,255,0,0,0-2_0217map_1_0.tif
1,551,564,67.0967171868812,30.36406876078681,0,0,255,0-2_0217map_1_0.tif
2,708,504,69.15123086279479,31.149233222919392,0,0,255,0-2_0217map_1_0.tif
3,550,504,67.08363111251231,31.149233222919392,0,0,255,0-2_0217map_1_0.tif
0,1091,468,74.16319734607444,31.620331900198945,0,0,255,0-2_0217map_1_1.tif
1,1103,390,74.32023023850095,32.641045700971304,0,0,255,0-2_0217map_1_1.tif
2,802,354,70.38132185346916,33.11214437825085,0,0,255,0-2_0217map_1_1.tif
3,965,291,72.51435197559601,33.93656706349007,0,0,255,0-2_0217map_1_1.tif
4,1066,281,73.83604548685253,34.06742780717883,0,0,255,0-2_0217map_1_1.tif
5,1023,206,73.27334428899084,35.04888338484456,0,0,255,0-2_0217map_1_1.tif
0,946,383,72.26571656258737,32.73264822155344,0,0,255,0-2_0218map_1_0.tif
1,989,297,72.82841776044906,33.85805061727681,0,0,255,0-2_0218map_1_0.tif
2,1023,261,73.27334428899084,34.32914929455636,0,0,255,0-2_0218map_1_0.tif
