"species";"legend_key";"legend_index";"search_specie";"file_name";"map_name"
"Lethe verma (Kollar, 1844)";0;0;"verma";"D:/distribution_digitizer/data/input/pages\0225.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0225map_1_0.tif"
"Hyponephele pulchella carbonelli Lukhtanov, 1995";0;0;"pulchella";"D:/distribution_digitizer/data/input/pages\0231.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0231map_1_0.tif"
"Hyponephele pulchella carbonelli Lukhtanov, 1995";0;0;"carbonelli";"D:/distribution_digitizer/data/input/pages\0231.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0231map_1_0.tif"
"Hyponephele coenonympha (Felder, 1867)";0;0;"coenonympha";"D:/distribution_digitizer/data/input/pages\0238.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0238map_1_0.tif"
"Aulocera brabminus brahminus (Blanchard, 1844)";0;0;"brahminus";"D:/distribution_digitizer/data/input/pages\0238.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0238map_1_1.tif"
"Aulocera alae. garuna subsp. nov. — FRuHsTorFER, H. 1911.";0;0;"garuna";"D:/distribution_digitizer/data/input/pages\0239.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0239map_1_0.tif"
"Aulocera gilgitica parthicola Clench & Shoumatoff, 1956";0;0;"parthicola";"D:/distribution_digitizer/data/input/pages\0240.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0240map_1_0.tif"
"Aulocera gilgitica parthicola Clench & Shoumatoff, 1956";0;0;"gilgitica";"D:/distribution_digitizer/data/input/pages\0240.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0240map_1_0.tif"
"Karanasa leechi hunza Avinoff & Sweander, 1951";0;0;"hunza";"D:/distribution_digitizer/data/input/pages\0243.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0243map_1_0.tif"
"Karanasa mohsenii Wyatt & Omoto, [1967]";0;0;"mohsenii";"D:/distribution_digitizer/data/input/pages\0243.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0243map_1_1.tif"
"Karanasa huebneri (C. Felder, 1867)";0;0;"huebneri";"D:/distribution_digitizer/data/input/pages\0245.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0245map_1_0.tif"
"Karanasa pupilata dubia Avinoff & Sweander, 1951 stat. nov.";0;0;"dubia";"D:/distribution_digitizer/data/input/pages\0246.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0246map_1_1.tif"
"Flight and habitat. Same as for ssp. balti Tytler, 1926.";0;0;"balti";"D:/distribution_digitizer/data/input/pages\0248.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0248map_1_0.tif"
"Karanasa cadesia (Moore, [1875])";0;0;"cadesia";"D:/distribution_digitizer/data/input/pages\0248.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0248map_1_1.tif"
"Mimathyma chitralensis (Evans, 1912) stat. nov.";0;0;"chitralensis";"D:/distribution_digitizer/data/input/pages\0258.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0258map_1_0.tif"
"Sephisa dichroa (Kollar, 1844)";0;0;"dichroa";"D:/distribution_digitizer/data/input/pages\0258.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0258map_1_1.tif"
"Athyma opalina (Kollar, 1844)";0;0;"opalina";"D:/distribution_digitizer/data/input/pages\0264.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0264map_1_0.tif"
"Athyma perius (Linnaeus, 1758)";0;0;"perius";"D:/distribution_digitizer/data/input/pages\0264.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0264map_1_1.tif"
"Neptis mahendra Moore, 1872";0;0;"mahendra";"D:/distribution_digitizer/data/input/pages\0267.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0267map_1_0.tif"
"Neptis zaida Doubleday in Doubleday, Westwood & Hewitson, [1850]";0;0;"zaida";"D:/distribution_digitizer/data/input/pages\0268.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0268map_1_0.tif"
"Euthalia patala (Kollar, 1844)";0;0;"patala";"D:/distribution_digitizer/data/input/pages\0269.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0269map_1_0.tif"
"Nymphalis vaualbum ([Denis & Schiffermiiller], 1775)";0;0;"vaualbum";"D:/distribution_digitizer/data/input/pages\0273.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0273map_1_0.tif"
"Aglais caschmirensis (Kollar, 1844)";0;0;"caschmirensis";"D:/distribution_digitizer/data/input/pages\0277.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0277map_1_0.tif"
"Junonia atlites (Linnaeus, 1763)";0;0;"atlites";"D:/distribution_digitizer/data/input/pages\0282.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0282map_1_0.tif"
"Symbrenthia lilaea (Hewitson, 1864)";0;0;"lilaea";"D:/distribution_digitizer/data/input/pages\0282.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0282map_1_1.tif"
"Melitaea mixta Evans, 1912";0;0;"mixta";"D:/distribution_digitizer/data/input/pages\0283.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0283map_1_0.tif"
"Melitaea fergana jacobsoni Higgins, 1941";0;0;"jacobsoni";"D:/distribution_digitizer/data/input/pages\0286.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0286map_1_0.tif"
"Melitaea pallas pseudobalbina Kolesnichenko & Churkin 2000";0;0;"pseudobalbina";"D:/distribution_digitizer/data/input/pages\0288.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0288map_1_0.tif"
"Melitaea sultanensis Staudinger, 1886";0;0;"sultanensis";"D:/distribution_digitizer/data/input/pages\0288.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0288map_1_1.tif"
"He Melitaea elisabethae Avinov 1910 SSS E  Melitaea elisabethae elisabethae Avinov 1910 SSS & Melitaea elisabethae sp. n. — Avinov A. N. 1910";0;0;"elisabethae";"D:/distribution_digitizer/data/input/pages\0288.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0288map_1_2.tif"
"Melitaea balbita Moore, 1874";0;0;"balbita";"D:/distribution_digitizer/data/input/pages\0289.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0289map_1_0.tif"
"Argynnis jainadeva Moore, 1864";0;0;"jainadeva";"D:/distribution_digitizer/data/input/pages\0293.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0293map_1_0.tif"
"Argynnis pandora ([Denis & Schiffermiiller], 1775)";0;0;"pandora";"D:/distribution_digitizer/data/input/pages\0295.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0295map_1_0.tif"
"Clossiana jerdoni (A. M. Lang, 1868)";0;0;"jerdoni";"D:/distribution_digitizer/data/input/pages\0297.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0297map_1_0.tif"
"Boloria sipora (Moore, [1875])";0;0;"sipora";"D:/distribution_digitizer/data/input/pages\0297.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0297map_1_1.tif"
"Boloria sipora nitida (Warren, 1944)";0;0;"nitida";"D:/distribution_digitizer/data/input/pages\0297.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/0-2_0297map_1_1.tif"
"Euaspa milionia (Hewitson, 1869)";0;0;"milionia";"D:/distribution_digitizer/data/input/pages\0142.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0142map_1_0.tif"
"Chaetoprocta odata (Hewitson, [1865])";0;0;"odata";"D:/distribution_digitizer/data/input/pages\0142.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0142map_2_1.tif"
"Callopbrys suaveola (Staudinger, 1881)";0;0;"suaveola";"D:/distribution_digitizer/data/input/pages\0146.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0146map_1_0.tif"
"Turanana chitrali akramawani ";0;0;"akramawani";"D:/distribution_digitizer/data/input/pages\0175.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0175map_1_0.tif"
"Iolana gigantea gilgitica (Tytler, 1926)";0;0;"gilgitica";"D:/distribution_digitizer/data/input/pages\0175.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0175map_1_1.tif"
"Polyommatus selma Kogak, 1996";0;0;"selma";"D:/distribution_digitizer/data/input/pages\0190.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0190map_2_1.tif"
"Parantica sita (Kollar, 1844)";0;0;"sita";"D:/distribution_digitizer/data/input/pages\0209.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/1-2_0209map_1_0.tif"
"Polyommatus stoliczkana (C. Felder, 1865)";0;0;"stoliczkana";"D:/distribution_digitizer/data/input/pages\0199.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/10-2_0199map_1_0.tif"
"Polyommatus ariana droshana Evans, 1925";0;0;"ariana";"D:/distribution_digitizer/data/input/pages\0200.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/11-2_0200map_1_0.tif"
"Polyommatus ariana drasula Swinhoe, 1910";0;0;"drasula";"D:/distribution_digitizer/data/input/pages\0200.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/11-2_0200map_1_0.tif"
"Polyommatus ariana droshana Evans, 1925";0;0;"droshana";"D:/distribution_digitizer/data/input/pages\0200.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/11-2_0200map_1_0.tif"
"Plebejus artaxerxes transalaica (Obraztsov, 1935)";0;0;"transalaica";"D:/distribution_digitizer/data/input/pages\0184.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/13-2_0184map_1_0.tif"
"Plebejus astorica (Evans, 1925)";0;0;"astorica";"D:/distribution_digitizer/data/input/pages\0184.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/13-2_0184map_2_1.tif"
"Polyommatus farazi farmanali Charmeux 2002 SSS Nuksan-Pafs.  Pamiria farmanali sp. nov. - Charmeux 2002 SSS Pass.  Pamiria farmanali Charmeux 2002. — Charmeux & Desse 2006 86";0;0;"farmanali";"D:/distribution_digitizer/data/input/pages\0191.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0191map_1_0.tif"
"Polyommatus farazi (Pages & Charmeux, 1997)";0;0;"farazi";"D:/distribution_digitizer/data/input/pages\0191.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0191map_1_0.tif"
"Polyommatus galathea (Blanchard, [1844})";0;0;"galathea";"D:/distribution_digitizer/data/input/pages\0191.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0191map_1_1.tif"
"Polyommatus galathea chitralica (Evans, 1925)";0;0;"chitralica";"D:/distribution_digitizer/data/input/pages\0191.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0191map_1_1.tif"
"Karanasa alpherakyi kafir Avinoff & Sweadner 1951 SSS 1986  Karanasa kafir nov. Karanasa pamira 7 — Avinorr A. N. SSS Karanasa pamira kafir Avinoff & Ff";0;0;"kafir";"D:/distribution_digitizer/data/input/pages\0244.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0244map_1_0.tif"
"Karanasa moorei (Evans, 1912)";0;0;"moorei";"D:/distribution_digitizer/data/input/pages\0244.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0244map_1_1.tif"
"Karanasa moorei gerscheli";0;0;"gerscheli";"D:/distribution_digitizer/data/input/pages\0244.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0244map_1_1.tif"
"Karanasa moorei gilgitica Tytler, 1926";0;0;"gilgitica";"D:/distribution_digitizer/data/input/pages\0244.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/14-2_0244map_1_1.tif"
"Limenitis ligyes Hewitson, 1864";0;0;"ligyes";"D:/distribution_digitizer/data/input/pages\0263.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/17-2_0263map_1_0.tif"
"Limenitis hydaspes Moore, 1874 stat. rev.";0;0;"hydaspes";"D:/distribution_digitizer/data/input/pages\0263.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/17-2_0263map_1_1.tif"
"Limenitis hydaspes gilgitica Tytler, 1926 stat. nov.";0;0;"gilgitica";"D:/distribution_digitizer/data/input/pages\0263.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/17-2_0263map_1_1.tif"
"Colias leechi Grum-Grshimailo, 1893";0;0;"leechi";"D:/distribution_digitizer/data/input/pages\0124.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/19-2_0124map_1_0.tif"
"Plebejus eurypilus csomai (Balint, [1993])";0;0;"csomai";"D:/distribution_digitizer/data/input/pages\0185.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/19-2_0185map_1_0.tif"
"Argynnis kamala Moore, 1857";0;0;"kamala";"D:/distribution_digitizer/data/input/pages\0292.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/19-2_0292map_1_0.tif"
"Argynnis niobe mohmandorum Fruhstorfer, 1912";0;0;"mohmandorum";"D:/distribution_digitizer/data/input/pages\0292.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/19-2_0292map_1_1.tif"
"Lycaena kasyapa (Moore, 1865)";0;0;"kasyapa";"D:/distribution_digitizer/data/input/pages\0152.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/2-2_0152map_1_0.tif"
"Error in function find";0;0;"ardates";"D:/distribution_digitizer/data/input/pages\0155.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/2-2_0155map_1_0.tif"
"Hyponephele cheena iskander (Hemming, 1941)";0;0;"iskander";"D:/distribution_digitizer/data/input/pages\0229.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/2-2_0229map_1_1.tif"
"Aglais ladakensis (Moore, 1878)";0;0;"ladakensis";"D:/distribution_digitizer/data/input/pages\0278.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/2-2_0278map_1_0.tif"
"Melitaea balba Evans, 1912";0;0;"balba";"D:/distribution_digitizer/data/input/pages\0287.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/2-2_0287map_1_0.tif"
"Melitaea balbina Tytler, 1926";0;0;"balbina";"D:/distribution_digitizer/data/input/pages\0287.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/2-2_0287map_1_1.tif"
"Vagrans egista sinha (Kollar, 1844)";0;0;"sinha";"D:/distribution_digitizer/data/input/pages\0290.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/20-2_0290map_1_0.tif"
"Karanasa bolorica chitralica Tytler, 1926";0;0;"bolorica";"D:/distribution_digitizer/data/input/pages\0242.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/21-2_0242map_1_2.tif"
"Karanasa bolorica chitralica Tytler, 1926";0;0;"chitralica";"D:/distribution_digitizer/data/input/pages\0242.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/21-2_0242map_1_2.tif"
"ge Ot Ne SM  Orsotrioena medus (Fabricius, 1775)";0;0;"medus";"D:/distribution_digitizer/data/input/pages\0227.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/29-2_0227map_1_0.tif"
"Polyommatus sarta sartoides Swinhoe, 1910";0;0;"sartoides";"D:/distribution_digitizer/data/input/pages\0192.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/35-2_0192map_1_0.tif"
"Polyommatus sarta rupala Tytler, 1926";0;0;"rupala";"D:/distribution_digitizer/data/input/pages\0192.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/35-2_0192map_1_0.tif"
"Spialia rubicunda";0;0;"rubicunda";"D:/distribution_digitizer/data/input/pages\0043.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/38-2_0043map_1_0.tif"
"Polyommatus florenciae (Tytler, 1926)";0;0;"florenciae";"D:/distribution_digitizer/data/input/pages\0201.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/38-2_0201map_1_0.tif"
"Polyommatus muellerae (Eckweiler, 1997)";0;0;"muellerae";"D:/distribution_digitizer/data/input/pages\0202.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/38-2_0202map_1_0.tif"
"Colias eogene francesca, subsp. n. — Watkins, H. T. G. 1927. New Himalo-Chinese Butterflies. — Ann. Mag. nat.";0;0;"eogene";"D:/distribution_digitizer/data/input/pages\0123.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0123map_1_0.tif"
"Hyrcanana evansii (de Nicéville, 1902)";0;0;"evansii";"D:/distribution_digitizer/data/input/pages\0153.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0153map_1_0.tif"
"Hyrcanana evansii hindukushensis Charmeux & Desse, 2006";0;0;"hindukushensis";"D:/distribution_digitizer/data/input/pages\0153.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0153map_1_0.tif"
"Polyommatus (Eumedonia) eumedon Esper, [1780] ssp. jermyni Swh., 1910.";0;0;"jermyni";"D:/distribution_digitizer/data/input/pages\0183.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0183map_1_0.tif"
"Dilipa morgiana (Westwood, [1850])";0;0;"morgiana";"D:/distribution_digitizer/data/input/pages\0259.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0259map_1_0.tif"
"Charaxes solon (Fabricius, 1793)";0;0;"solon";"D:/distribution_digitizer/data/input/pages\0259.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0259map_2_2.tif"
"Neptis sappho astola Moore, 1872";0;0;"astola";"D:/distribution_digitizer/data/input/pages\0265.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0265map_1_0.tif"
"Neptis hylas kamarupa Moore, [1875]";0;0;"kamarup";"D:/distribution_digitizer/data/input/pages\0265.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/4-2_0265map_1_1.tif"
"Pyrgus alpinus alichurensis de Jong, 1975";0;0;"alichurensis";"D:/distribution_digitizer/data/input/pages\0048.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/43-2_0048map_1_0.tif"
"Paralasa mani (de Nicéville, 1881)";0;0;"mani";"D:/distribution_digitizer/data/input/pages\0214.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/43-2_0214map_1_0.tif"
"Pyrgus darwazicus celsimontius Kauffmann in Alberti, 1952";0;0;"celsimontius";"D:/distribution_digitizer/data/input/pages\0049.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/44-2_0049map_1_0.tif"
"Pyrgus badachschanus (Alberti, 1939)";0;0;"badachschanus";"D:/distribution_digitizer/data/input/pages\0049.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/44-2_0049map_1_1.tif"
"Lycaena aditya charmesse Lamas, 2008";0;0;"charmesse";"D:/distribution_digitizer/data/input/pages\0150.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/5-2_0150map_1_0.tif"
"Polyommatus Alpherakii ";0;0;"alpherakii";"D:/distribution_digitizer/data/input/pages\0150.tif";"D:/test//output_2024-08-12_15-21-09/maps/matching/5-2_0150map_1_0.tif"
