"File";"ID";"Local_X";"Local_Y";"Real_X";"Real_Y";"Red";"Green";"Blue";"species";"Title";"genus"
"0-2_0107map_1_0.tif";0;482;600;73,1226563528429;34,163147346471;0;0;255;"horsfieldii";"Delias belladonna horsfieldii G. R. Gray 1831 SSS Fabr. Thyca horsfieldii Gray. — Moore 1874";"Delias"
"0-2_0107map_2_0.tif";0;482;600;73,1226563528429;34,163147346471;0;0;255;"horsfieldii";"Delias belladonna horsfieldii G. R. Gray 1831 SSS Fabr. Thyca horsfieldii Gray. — Moore 1874";"Delias"
"0-2_0120map_1_0.tif";0;189;286;71,5574896107782;35,840493274827;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";1;641;255;73,9720130490487;36,0060911212571;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";2;211;230;71,6750106630834;36,1396377716039;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";3;410;218;72,7380419998441;36,2037401637703;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";4;362;214;72,4816324311782;36,2251076278258;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";5;500;174;73,2188099410926;36,4387822683807;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";6;411;136;72,7433838658579;36,6417731769079;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_1_0.tif";7;489;121;73,16004941494;36,721901167116;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";0;189;286;71,5574896107782;35,840493274827;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";1;639;256;73,9613293170209;36,0007492552432;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";2;211;230;71,6750106630834;36,1396377716039;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";3;361;222;72,4762905651643;36,1823726997149;255;0;0;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";4;411;218;72,7433838658579;36,2037401637703;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";5;500;174;73,2188099410926;36,4387822683807;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";6;408;137;72,7273582678163;36,636431310894;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0120map_2_0.tif";7;489;122;73,16004941494;36,7165593011021;0;0;255;"alpherakii";"Colias alpherakii Staudinger, 1882";"Colias"
"0-2_0125map_1_0.tif";0;637;234;73,9506455849932;36,1182703075484;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";1;236;221;71,8085573134302;36,1877145657287;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";2;365;216;72,4976580292198;36,2144238957981;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";3;588;162;73,6888941503134;36,5028846605472;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";4;321;130;72,2626159246094;36,6738243729911;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";5;502;120;73,2294936731203;36,7272430331299;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";6;361;115;72,4762905651643;36,7539523631992;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";7;723;81;74,4100460621862;36,9355758076709;0;0;255;"notfound";"";NA
"0-2_0125map_1_0.tif";8;471;80;73,0638958266903;36,9409176736848;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";0;637;234;73,9506455849932;36,1182703075484;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";1;236;221;71,8085573134302;36,1877145657287;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";2;365;216;72,4976580292198;36,2144238957981;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";3;588;163;73,6888941503134;36,4975427945333;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";4;319;130;72,2519321925816;36,6738243729911;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";5;502;120;73,2294936731203;36,7272430331299;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";6;361;115;72,4762905651643;36,7539523631992;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";7;469;81;73,0532120946626;36,9355758076709;0;0;255;"notfound";"";NA
"0-2_0125map_2_0.tif";8;723;81;74,4100460621862;36,9355758076709;0;0;255;"notfound";"";NA
"0-2_0138map_1_0.tif";0;194;264;71,5841989408476;35,9580143271322;0;0;255;"extensa";"Rapala extensa Evans, 1926";"Rapala"
"0-2_0138map_2_0.tif";0;194;264;71,5841989408476;35,9580143271322;0;0;255;"extensa";"Rapala extensa Evans, 1926";"Rapala"
"0-2_0139map_1_0.tif";0;483;639;73,1279982188568;33,9548145719299;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";1;513;576;73,288254199273;34,2913521308039;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";2;547;561;73,4698776437446;34,371480121012;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";3;535;500;73,4057752515781;34,6973339478582;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";4;579;486;73,6408173561885;34,7721200720525;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";5;339;470;72,3587695128591;34,8575899282744;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";6;468;350;73,0478702286487;35,4986138499391;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";7;216;335;71,7017199931528;35,5787418401472;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";8;241;314;71,8352666434996;35,6909210264386;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";9;195;254;71,5895408068614;36,0114329872709;0;0;255;"notfound";"";NA
"0-2_0139map_1_0.tif";10;349;236;72,4121881729978;36,1075865755206;0;0;255;"notfound";"";NA
"0-2_0139map_1_1.tif";0;465;644;73,0318446306071;33,9281052418606;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_1_1.tif";1;517;585;73,3096216633284;34,2432753366791;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_1_1.tif";2;143;583;71,31176377414;34,2539590687068;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_1_1.tif";3;520;526;73,3256472613701;34,5584454314975;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_1_1.tif";4;548;476;73,4752195097585;34,8255387321912;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_2_0.tif";0;1013;780;75,9591872062093;33,2016114639739;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";1;483;639;73,1279982188568;33,9548145719299;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";2;513;576;73,288254199273;34,2913521308039;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";3;547;561;73,4698776437446;34,371480121012;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";4;536;500;73,411117117592;34,6973339478582;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";5;579;486;73,6408173561885;34,7721200720525;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";6;339;470;72,3587695128591;34,8575899282744;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";7;467;350;73,0425283626348;35,4986138499391;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";8;217;335;71,7070618591666;35,5787418401472;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";9;240;314;71,8299247774857;35,6909210264386;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";10;195;254;71,5895408068614;36,0114329872709;0;0;255;"notfound";"";NA
"0-2_0139map_2_0.tif";11;349;236;72,4121881729978;36,1075865755206;0;0;255;"notfound";"";NA
"0-2_0139map_2_1.tif";0;465;645;73,0318446306071;33,9227633758467;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_2_1.tif";1;516;586;73,3042797973146;34,2379334706652;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_2_1.tif";2;141;585;71,3010800421123;34,2432753366791;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_2_1.tif";3;520;527;73,3256472613701;34,5531035654837;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0139map_2_1.tif";4;549;477;73,4805613757724;34,8201968661773;0;0;255;"nissa";"Rapala nissa (Kollar, 1844)";"Rapala"
"0-2_0140map_1_0.tif";0;474;647;73,0799214247319;33,9120796438189;0;0;255;"schistacea";"Rapala manea schistacea (Moore, 1879)";"Rapala"
"0-2_0140map_1_0.tif";1;448;627;72,9410329083712;34,0189169640964;0;0;255;"schistacea";"Rapala manea schistacea (Moore, 1879)";"Rapala"
"0-2_0140map_2_0.tif";0;473;647;73,074579558718;33,9120796438189;0;0;255;"schistacea";"Rapala manea schistacea (Moore, 1879)";"Rapala"
"0-2_0140map_2_0.tif";1;448;627;72,9410329083712;34,0189169640964;0;0;255;"schistacea";"Rapala manea schistacea (Moore, 1879)";"Rapala"
"0-2_0143map_1_0.tif";0;520;589;73,3256472613701;34,2219078726236;0;0;255;"notfound";"";NA
"0-2_0143map_2_0.tif";0;520;589;73,3256472613701;34,2219078726236;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";0;374;661;72,5457348233446;33,8372935196247;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";1;515;576;73,2989379313007;34,2913521308039;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";2;534;500;73,4004333855643;34,6973339478582;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";3;419;487;72,7861187939689;34,7667782060386;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";4;607;471;73,790389604577;34,8522480622605;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";5;364;348;72,4923161632059;35,5092975819669;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";6;215;333;71,6963781271389;35,589425572175;0;0;255;"notfound";"";NA
"0-2_0147map_1_0.tif";7;195;252;71,5895408068614;36,0221167192987;255;0;0;"notfound";"";NA
"0-2_0147map_1_0.tif";8;291;239;72,1023599441932;36,091560977479;0;0;255;"notfound";"";NA
"0-2_0147map_1_1.tif";0;521;594;73,3309891273839;34,1951985425542;0;0;255;"notfound";"";NA
"0-2_0147map_1_2.tif";0;1011;781;75,9485034741816;33,19626959796;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";1;380;669;72,5777860194279;33,7945585915137;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";2;463;652;73,0211608985793;33,8853703137496;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";3;430;619;72,8448793201215;34,0616518922074;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";4;470;597;73,0585539606764;34,1791729445126;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";5;136;579;71,2743707120429;34,2753265327623;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";6;412;476;72,7487257318718;34,8255387321912;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";7;370;414;72,5243673592892;35,1567344250513;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";8;218;390;71,7124037251805;35,2849392093842;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";9;762;379;74,6183788367273;35,3436997355368;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
