"File";"ID";"Local_X";"Local_Y";"Real_X";"Real_Y";"Red";"Green";"Blue";"species";"Title";"genus"
"0-2_0147map_1_2.tif";10;693;367;74,24979008177;35,4078021277033;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";11;212;351;71,6803525290973;35,4932719839253;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";12;198;248;71,605566404903;36,0434841833542;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";13;652;246;74,0307735752013;36,0541679153819;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";14;333;243;72,3267183167759;36,0701935134235;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";15;706;207;74,3192343399504;36,2625006899229;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_1_2.tif";16;508;205;73,2615448692036;36,2731844219507;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_0.tif";0;375;662;72,5510766893585;33,8319516536109;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";1;515;576;73,2989379313007;34,2913521308039;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";2;534;500;73,4004333855643;34,6973339478582;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";3;419;487;72,7861187939689;34,7667782060386;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";4;607;471;73,790389604577;34,8522480622605;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";5;370;358;72,5243673592892;35,4558789218282;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";6;359;335;72,4656068331365;35,5787418401472;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";7;216;334;71,7017199931528;35,5840837061611;0;0;255;"notfound";"";NA
"0-2_0147map_2_0.tif";8;195;252;71,5895408068614;36,0221167192987;255;0;0;"notfound";"";NA
"0-2_0147map_2_0.tif";9;292;240;72,1077018102071;36,0862191114651;0;0;255;"notfound";"";NA
"0-2_0147map_2_1.tif";0;520;594;73,3256472613701;34,1951985425542;0;0;255;"notfound";"";NA
"0-2_0147map_2_2.tif";0;1011;781;75,9485034741816;33,19626959796;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";1;379;669;72,572444153414;33,7945585915137;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";2;464;652;73,0265027645932;33,8853703137496;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";3;431;619;72,8502211861354;34,0616518922074;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";4;473;597;73,074579558718;34,1791729445126;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";5;137;579;71,2797125780568;34,2753265327623;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";6;414;476;72,7594094638995;34,8255387321912;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";7;370;414;72,5243673592892;35,1567344250513;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";8;218;390;71,7124037251805;35,2849392093842;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";9;762;379;74,6183788367273;35,3436997355368;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";10;691;367;74,2391063497423;35,4078021277033;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";11;212;351;71,6803525290973;35,4932719839253;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";12;198;248;71,605566404903;36,0434841833542;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";13;652;246;74,0307735752013;36,0541679153819;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";14;333;243;72,3267183167759;36,0701935134235;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";15;706;207;74,3192343399504;36,2625006899229;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0147map_2_2.tif";16;509;206;73,2668867352175;36,2678425559368;0;0;255;"sena";"Nesa sena (Kollar, 1844)";"Nesa"
"0-2_0156map_1_0.tif";0;518;594;73,3149635293423;34,1951985425542;0;0;255;"indica";"Prosotas dubiosa indica (Evans, 1926)";"Prosotas"
"0-2_0156map_2_0.tif";0;518;594;73,3149635293423;34,1951985425542;0;0;255;"indica";"Prosotas dubiosa indica (Evans, 1926)";"Prosotas"
"0-2_0156map_2_1.tif";0;468;665;73,0478702286487;33,8159260555692;0;0;255;"celeno";"Jamides celeno (Cramer, [1775])";"Jamides"
"0-2_0169map_1_0.tif";0;593;649;73,7156034803828;33,9013959117912;0;0;255;"huegelii";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0169map_2_0.tif";0;1011;781;75,9485034741816;33,19626959796;0;0;255;"huegelii";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0169map_2_0.tif";1;592;649;73,7102616143689;33,9013959117912;0;0;255;"huegelii";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0170map_1_0.tif";0;1011;781;75,9485034741816;33,19626959796;0;0;255;"huegeli";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0170map_1_0.tif";1;594;648;73,7209453463966;33,9067377778051;0;0;255;"huegeli";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0170map_2_0.tif";0;1011;781;75,9485034741816;33,19626959796;0;0;255;"huegeli";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0170map_2_0.tif";1;592;649;73,7102616143689;33,9013959117912;0;0;255;"huegeli";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0170map_2_1.tif";0;1011;781;75,9485034741816;33,19626959796;0;0;255;"vardhana";"Oreolyce vardhana (Moore, [1875])";"Oreolyce"
"0-2_0170map_2_1.tif";1;607;645;73,790389604577;33,9227633758467;0;0;255;"vardhana";"Oreolyce vardhana (Moore, [1875])";"Oreolyce"
"0-2_0170map_2_1.tif";2;506;587;73,2508611371758;34,2325916046513;0;0;255;"vardhana";"Oreolyce vardhana (Moore, [1875])";"Oreolyce"
"0-2_0170map_2_1.tif";3;508;556;73,2615448692036;34,3981894510814;0;0;255;"vardhana";"Oreolyce vardhana (Moore, [1875])";"Oreolyce"
"0-2_0171map_1_0.tif";0;1013;780;75,9591872062093;33,2016114639739;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0171map_1_0.tif";1;473;637;73,074579558718;33,9654983039577;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0171map_1_0.tif";2;476;607;73,0906051567597;34,1257542843739;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0171map_1_0.tif";3;518;604;73,3149635293423;34,1417798824155;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0171map_2_0.tif";0;473;637;73,074579558718;33,9654983039577;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0171map_2_0.tif";1;476;607;73,0906051567597;34,1257542843739;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0171map_2_0.tif";2;518;605;73,3149635293423;34,1364380164016;0;0;255;"gisca";"Acytolepis puspa gisca (Fruhstorfer, 1910)";"Acytolepis"
"0-2_0173map_1_0.tif";0;485;641;73,1386819508845;33,9441308399022;0;0;255;"lacturnus";"Everes lacturnus (Godart, [1824])";"Everes"
"0-2_0173map_1_0.tif";1;490;573;73,1653912809539;34,3073777288455;0;0;255;"lacturnus";"Everes lacturnus (Godart, [1824])";"Everes"
"0-2_0173map_1_1.tif";0;200;257;71,6162501369308;35,9954073892293;0;0;255;"huegelii";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0173map_1_2.tif";0;356;226;72,4495812350949;36,1610052356594;255;0;0;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_1_2.tif";1;720;208;74,3940204641446;36,2571588239091;0;0;255;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_1_2.tif";2;794;177;74,7893185491712;36,4227566703391;0;0;255;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_1_2.tif";3;432;109;72,8555630521493;36,7860035592825;0;0;255;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_2_0.tif";0;484;641;73,1333400848706;33,9441308399022;0;0;255;"lacturnus";"Everes lacturnus (Godart, [1824])";"Everes"
"0-2_0173map_2_0.tif";1;491;573;73,1707331469677;34,3073777288455;0;0;255;"lacturnus";"Everes lacturnus (Godart, [1824])";"Everes"
"0-2_0173map_2_1.tif";0;200;257;71,6162501369308;35,9954073892293;0;0;255;"huegelii";"Celastrina huegelii (Moore, 1882)";"Celastrina"
"0-2_0173map_2_2.tif";0;356;226;72,4495812350949;36,1610052356594;255;0;0;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_2_2.tif";1;720;208;74,3940204641446;36,2571588239091;0;0;255;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_2_2.tif";2;794;177;74,7893185491712;36,4227566703391;0;0;255;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0173map_2_2.tif";3;431;109;72,8502211861354;36,7860035592825;0;0;255;"shandura";"Cupido alaina shandura (Evans, 1912)";"Cupido"
"0-2_0174map_1_0.tif";0;215;341;71,6963781271389;35,546690644064;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_1_0.tif";1;194;297;71,5841989408476;35,7817327486744;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_1_0.tif";2;219;228;71,7177455911944;36,1503215036316;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_1_0.tif";3;364;227;72,4923161632059;36,1556633696455;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_1_0.tif";4;128;209;71,2316357839319;36,2518169578952;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_1_0.tif";5;363;188;72,486974297192;36,3639961441865;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_1_0.tif";6;324;131;72,278641522651;36,6684825069773;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";0;215;341;71,6963781271389;35,546690644064;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";1;194;297;71,5841989408476;35,7817327486744;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";2;363;227;72,486974297192;36,1556633696455;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";3;219;227;71,7177455911944;36,1556633696455;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";4;130;209;71,2423195159597;36,2518169578952;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";5;362;188;72,4816324311782;36,3639961441865;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0174map_2_0.tif";6;324;131;72,278641522651;36,6684825069773;0;0;255;"laspura";"Turanana laspura (Evans, 1932)";"Turanana"
"0-2_0188map_1_0.tif";0;1196;487;76,936748686748;34,7667782060386;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";1;1250;443;77,2252094514971;35,001820310649;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";2;1000;295;75,889742948029;35,7924164807021;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";3;973;243;75,7455125656544;36,0701935134235;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";4;363;221;72,486974297192;36,1877145657287;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";5;907;82;75,3929494087388;36,930233941657;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";6;508;79;73,2615448692036;36,9462595396987;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";7;758;73;74,5970113726718;36,9783107357819;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";8;711;58;74,3459436700198;37,05843872599;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_1_0.tif";9;782;40;74,7252161570047;37,1545923142397;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";0;1195;487;76,9314068207341;34,7667782060386;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";1;1250;443;77,2252094514971;35,001820310649;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";2;1001;294;75,8950848140428;35,797758346716;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";3;973;243;75,7455125656544;36,0701935134235;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";4;364;221;72,4923161632059;36,1877145657287;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";5;907;83;75,3929494087388;36,9248920756432;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
"0-2_0188map_2_0.tif";6;509;80;73,2668867352175;36,9409176736848;0;0;255;"armatheus";"Polyommatus lehanus armatheus (Fruhstorfer, 1916)";"Polyommatus"
