"species";"legend_key";"legend_index";"search_specie";"file_name";"map_name"
"Celaenorrhinus ratna daphne Evans, 1949";0;0;"daphne";"D:/distribution_digitizer/data/input/pages\0052.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/47-2_0052map_1_2.tif"
"Sarangesa purendra sati de Nicéville, 1891";0;0;"sati";"D:/distribution_digitizer/data/input/pages\0053.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/48-2_0053map_1_0.tif"
"Seseria dohertyi (Watson, 1893)";0;0;"dohertyi";"D:/distribution_digitizer/data/input/pages\0053.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/48-2_0053map_1_1.tif"
"Caprona alida Sub.-sp. yerburyi nov. — Evans, W. H. 1949. A";0;0;"yerburyi";"D:/distribution_digitizer/data/input/pages\0053.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/48-2_0053map_1_2.tif"
"Caprona agama (Moore, [1858])";0;0;"agama";"D:/distribution_digitizer/data/input/pages\0054.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/49-2_0054map_1_0.tif"
"Notocrypta feisthamelii alysos (Moore [1866])";0;0;"alysos";"D:/distribution_digitizer/data/input/pages\0054.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/49-2_0054map_1_1.tif"
"Udaspes folus (Cramer, [1775 )";0;0;"folus";"D:/distribution_digitizer/data/input/pages\0054.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/49-2_0054map_1_2.tif"
"Tarucus alteratus Moore, 1882";0;0;"alteratus";"D:/distribution_digitizer/data/input/pages\0159.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0159map_1_0.tif"
"Azanus jesous (Guérin-Méneville, 1847)";0;0;"jesous";"D:/distribution_digitizer/data/input/pages\0161.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0161map_1_0.tif"
"Azanus ubaldus (Stoll, [1782])";0;0;"ubaldus";"D:/distribution_digitizer/data/input/pages\0161.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0161map_1_1.tif"
"Azanus zena (Moore, 1865)";0;0;"zena";"D:/distribution_digitizer/data/input/pages\0161.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0161map_1_2.tif"
"Pseudochazara thelephassa (Geyer, [1827])";0;0;"thelephassa";"D:/distribution_digitizer/data/input/pages\0254.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0254map_1_0.tif"
"Chazara enervata (Staudinger, 1881)";0;0;"enervata";"D:/distribution_digitizer/data/input/pages\0254.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0254map_1_1.tif"
"Melitaea persea dodgsoni Grose-Smith 1887 SSS Melitaea didyma dodgsoni  SSS Melitaea trivia dodgsoni GrS. — Evans 1927d SSS Melitaea didyma dodgsoni Grs. — Evans 1932a  SSS Melitaea didyma dodgsoni GrS. - Evans 1932b SSS Melitaea persea dodgsoni Gt.-";0;0;"dodgsoni";"D:/distribution_digitizer/data/input/pages\0284.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0284map_1_0.tif"
"Melitaea lutko mimetica Higgins, 1940";0;0;"mimetica";"D:/distribution_digitizer/data/input/pages\0284.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0284map_1_1.tif"
"Melitaea lutko mimetica Higgins, 1940";0;0;"lutko";"D:/distribution_digitizer/data/input/pages\0284.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/5-2_0284map_1_1.tif"
"Pelopidas agna (Moore [1866])";0;0;"agna";"D:/distribution_digitizer/data/input/pages\0055.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/50-2_0055map_1_0.tif"
"Pelopidas mathias (Fabricius, 1798)";0;0;"mathias";"D:/distribution_digitizer/data/input/pages\0055.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/50-2_0055map_1_1.tif"
"Colotis phisadia (Godart, 1819)";0;0;"phisadia";"D:/distribution_digitizer/data/input/pages\0113.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/50-2_0113map_1_0.tif"
"Colotis phisadia (Godart, 1819)";0;0;"phisadia";"D:/distribution_digitizer/data/input/pages\0113.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/50-2_0113map_1_1.tif"
"Colotis vestalis (Butler, 1876)";0;0;"vestalis";"D:/distribution_digitizer/data/input/pages\0113.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/50-2_0113map_1_1.tif"
"Pelopidas thrax (Hiibner, [1821])";0;0;"thrax";"D:/distribution_digitizer/data/input/pages\0056.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/51-2_0056map_1_0.tif"
"Pelopidas sinensis (Mabille, 1877)";0;0;"sinensis";"D:/distribution_digitizer/data/input/pages\0056.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/51-2_0056map_1_1.tif"
"Parnara guttata mangala (Moore [1866))";0;0;"mangala";"D:/distribution_digitizer/data/input/pages\0057.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/52-2_0057map_1_0.tif"
"Parnara bada (Moore, 1878)";0;0;"bada";"D:/distribution_digitizer/data/input/pages\0057.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/52-2_0057map_1_1.tif"
"Parnara ganga Evans, 1937";0;0;"ganga";"D:/distribution_digitizer/data/input/pages\0057.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/52-2_0057map_1_2.tif"
"Borbo bevani bevani (Moore, 1878)";0;0;"bevani";"D:/distribution_digitizer/data/input/pages\0058.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/53-2_0058map_1_0.tif"
"Borbo cinnara (Moore, 1866)";0;0;"cinnara";"D:/distribution_digitizer/data/input/pages\0058.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/53-2_0058map_1_1.tif"
"Gegenes nostrodamus (Fabricius, 1793)";0;0;"nostrodamus";"D:/distribution_digitizer/data/input/pages\0059.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/54-2_0059map_1_0.tif"
"Gegenes pumilio (Hoffmannsegg, 1804)";0;0;"pumilio";"D:/distribution_digitizer/data/input/pages\0059.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/54-2_0059map_1_1.tif"
"Polytremis eltola (Hewitson, [1869])";0;0;"eltola";"D:/distribution_digitizer/data/input/pages\0060.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/55-2_0060map_1_0.tif"
"Polytremis discreta (Elwes & Edwards, 1897)";0;0;"discreta";"D:/distribution_digitizer/data/input/pages\0060.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/55-2_0060map_1_1.tif"
"Colotis protractus (Butler, 1876)";0;0;"protractus";"D:/distribution_digitizer/data/input/pages\0114.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/55-2_0114map_1_0.tif"
"Eogenes lesliei (Evans, 1912)";0;0;"lesliei";"D:/distribution_digitizer/data/input/pages\0061.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/56-2_0061map_1_0.tif"
"Azanus uranus (Butler, 1886)";0;0;"uranus";"D:/distribution_digitizer/data/input/pages\0162.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/57-2_0162map_1_0.tif"
"Zizula hylax (Fabricius, 1775)";0;0;"hylax";"D:/distribution_digitizer/data/input/pages\0162.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/57-2_0162map_1_1.tif"
"Potanthus dara (Kollar, 1844)";0;0;"dara";"D:/distribution_digitizer/data/input/pages\0063.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/58-2_0063map_1_0.tif"
"Taractrocera maevius sagara (Moore, [1866])";0;0;"sagara";"D:/distribution_digitizer/data/input/pages\0063.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/58-2_0063map_1_1.tif"
"Taractrocera danna (Moore, 1865)";0;0;"danna";"D:/distribution_digitizer/data/input/pages\0064.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/59-2_0064map_1_0.tif"
"Telicota augias (Linnaeus, 1763)";0;0;"augias";"D:/distribution_digitizer/data/input/pages\0064.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/59-2_0064map_1_1.tif"
"Telicota ancilla (Herrich-Schaffer, 1869)";0;0;"ancilla";"D:/distribution_digitizer/data/input/pages\0064.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/59-2_0064map_1_2.tif"
"Colotis calais (Cramer, [1775])";0;0;"calais";"D:/distribution_digitizer/data/input/pages\0115.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/6-2_0115map_1_0.tif"
"Pareronia anais (Lesson, 1837)";0;0;"anais";"D:/distribution_digitizer/data/input/pages\0115.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/6-2_0115map_1_1.tif"
"Hyponephele interposita (Erschoff, 1874)";0;0;"interposita";"D:/distribution_digitizer/data/input/pages\0230.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/6-2_0230map_1_0.tif"
"aristolochiae Fabricius, 1775. — Mal, Memon, Turk, Memon, Shah & Shah,";0;0;"aristolochiae";"D:/distribution_digitizer/data/input/pages\0066.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/61-2_0066map_1_0.tif"
"Byasa polyeuctes (Doubleday, 1842)";0;0;"polyeuctes";"D:/distribution_digitizer/data/input/pages\0067.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/62-2_0067map_1_0.tif"
"Chilasa agestor govindra (Moore, 1864)";0;0;"govindra";"D:/distribution_digitizer/data/input/pages\0067.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/62-2_0067map_1_1.tif"
"Chilasa clytia (Linnaeus, 1758)";0;0;"clytia";"D:/distribution_digitizer/data/input/pages\0068.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/63-2_0068map_1_0.tif"
"Papilio alexanor hazarajatica Wyatt, 1961";0;0;"hazarajatica";"D:/distribution_digitizer/data/input/pages\0068.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/63-2_0068map_1_1.tif"
"Papilio machaon ladakensis Moore, 1884";0;0;"ladakensis";"D:/distribution_digitizer/data/input/pages\0069.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/64-2_0069map_1_0.tif"
"Papilio machaon centralis Staudinger, 1886";0;0;"centralis";"D:/distribution_digitizer/data/input/pages\0069.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/64-2_0069map_1_0.tif"
"Papilio machaon asiatica Ménétriés, 1855";0;0;"asiatica";"D:/distribution_digitizer/data/input/pages\0069.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/64-2_0069map_1_0.tif"
"Papilio demoleus Linnaeus, 1758";0;0;"demoleus";"D:/distribution_digitizer/data/input/pages\0071.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/66-2_0071map_1_0.tif"
"Papilio protenor Cramer, [1775]";0;0;"protenor";"D:/distribution_digitizer/data/input/pages\0071.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/66-2_0071map_1_1.tif"
"Papilio polytes Linnaeus, 1758";0;0;"polytes";"D:/distribution_digitizer/data/input/pages\0072.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/67-2_0072map_1_0.tif"
"Plebejus hanna (Evans, 1932)";0;0;"hanna";"D:/distribution_digitizer/data/input/pages\0182.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/67-2_0182map_1_0.tif"
"Papilio arcturus arius Rothschild, 1908";0;0;"arius";"D:/distribution_digitizer/data/input/pages\0073.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/68-2_0073map_1_1.tif"
"Graphium cloanthus (Westwood, 1841)";0;0;"cloanthus";"D:/distribution_digitizer/data/input/pages\0074.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/69-2_0074map_1_0.tif"
"Graphium sarpedon sarpedon (Linnaeus, 1758)";0;0;"sarpedon";"D:/distribution_digitizer/data/input/pages\0074.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/69-2_0074map_1_1.tif"
"Catopsilia pyranthe (Linnaeus, 1758)";0;0;"pyranthe";"D:/distribution_digitizer/data/input/pages\0129.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/7-2_0129map_1_0.tif"
"Danaus genutia (Cramer, [1779])";0;0;"genutia";"D:/distribution_digitizer/data/input/pages\0208.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/7-2_0208map_1_0.tif"
"Hypermnestra helios (Nickerl, 1846)";0;0;"helios";"D:/distribution_digitizer/data/input/pages\0075.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/70-2_0075map_1_0.tif"
"Zizeeria maha (Kollar, 1844)";0;0;"maha";"D:/distribution_digitizer/data/input/pages\0163.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/71-2_0163map_1_0.tif"
"Junonia lemonias (Linnaeus, 1758)";0;0;"lemonias";"D:/distribution_digitizer/data/input/pages\0281.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/75-2_0281map_1_0.tif"
"Junonia almana (Linnaeus, 1758)";0;0;"almana";"D:/distribution_digitizer/data/input/pages\0281.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/75-2_0281map_1_1.tif"
"Plebejus loewii chamanica (Moore, 1884)";0;0;"chamanica";"D:/distribution_digitizer/data/input/pages\0181.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/79-2_0181map_1_0.tif"
"Catopsilia pomona (Fabricius, 1775)";0;0;"pomona";"D:/distribution_digitizer/data/input/pages\0128.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/8-2_0128map_1_0.tif"
"Zizeeria karsandra (Moore, 1865)";0;0;"karsandra";"D:/distribution_digitizer/data/input/pages\0164.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/8-2_0164map_1_0.tif"
"Glaucopsyche seminigra baluchi D’ Abrera, 2001";0;0;"baluchi";"D:/distribution_digitizer/data/input/pages\0176.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/8-2_0176map_1_0.tif"
"Plebejus indicus (Evans, 1925)";0;0;"indicus";"D:/distribution_digitizer/data/input/pages\0178.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/80-2_0178map_1_0.tif"
"Ariadne merione tapestrina (Moore, 1884)";0;0;"tapestrina";"D:/distribution_digitizer/data/input/pages\0261.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/82-2_0261map_1_0.tif"
"Parnassius inopinatus Kotzsch, 1940";0;0;"inopinat";"D:/distribution_digitizer/data/input/pages\0088.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/83-2_0088map_1_0.tif"
"Carcharodus alceae (Esper, [1780])";0;0;"alceae";"D:/distribution_digitizer/data/input/pages\0042.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/87-2_0042map_1_0.tif"
"Carcharodus dravira (Moore, [1875])";0;0;"dravira";"D:/distribution_digitizer/data/input/pages\0042.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/87-2_0042map_1_1.tif"
"Carcharodus dravira balucha Evans, 1932";0;0;"balucha";"D:/distribution_digitizer/data/input/pages\0042.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/87-2_0042map_1_1.tif"
"Leptosia nina (Fabricius, 1793)";0;0;"nina";"D:/distribution_digitizer/data/input/pages\0094.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/89-2_0094map_1_0.tif"
"Euchloe daphalis (Moore, 1865)";0;0;"daphalis";"D:/distribution_digitizer/data/input/pages\0094.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/89-2_0094map_1_1.tif"
"Euchloe belemia (Esper, [1800])";0;0;"belemia";"D:/distribution_digitizer/data/input/pages\0095.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/90-2_0095map_1_0.tif"
"Euchloe lucilla Butler, 1886";0;0;"lucilla";"D:/distribution_digitizer/data/input/pages\0095.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/90-2_0095map_1_1.tif"
"Pieris rapae (Linnaeus, 1758)";0;0;"rapae";"D:/distribution_digitizer/data/input/pages\0097.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/92-2_0097map_1_0.tif"
"Pieris canidia (Sparrman, 1768)";0;0;"canidia";"D:/distribution_digitizer/data/input/pages\0099.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/94-2_0099map_1_0.tif"
"Colias erate (Esper, [1805])";0;0;"erate";"D:/distribution_digitizer/data/input/pages\0118.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/95-2_0118map_1_0.tif"
"Pontia glauconome Klug, 1829";0;0;"glauconome";"D:/distribution_digitizer/data/input/pages\0103.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/98-2_0103map_1_0.tif"
"Pontia callidice (Hiibner, [1800])";0;0;"callidice";"D:/distribution_digitizer/data/input/pages\0104.tif";"D:/test//output_2024-08-11_23-16-30/maps/matching/99-2_0104map_1_0.tif"
