Longitude,Latitude,Name,Link
75.44284162528965,35.54391849464915,danna,2_0064map_1_0.png
73.00965267707274,33.92903492824451,ladakensis,2_0064map_1_0.png
75.44284162528965,35.54391849464915,danna,2_0064map_1_0.png
73.00965267707274,33.92903492824451,danna,2_0064map_1_0.png
73.18140719106452,34.92646301337679,danna,2_0064map_1_0.png
73.21003294339648,36.28011541462773,danna,2_0064map_1_0.png
71.43523629881473,33.667803763090824,danna,2_0064map_1_0.png
71.60699081280652,34.30900753210443,danna,2_0064map_1_0.png
73.69667073303987,34.8789664378943,danna,2_0064map_1_0.png
74.84170082631842,34.736476711446834,danna,2_0064map_1_0.png
71.72149382213436,34.49899383403439,danna,2_0064map_1_0.png
72.58026639209328,35.163945890789236,danna,2_0064map_1_0.png
67.14137344902016,30.248050328351596,danna,2_0064map_1_0.png
76.33023994758052,35.805149659802844,danna,2_0064map_1_0.png
72.0936286024499,35.40142876820168,danna,2_0064map_1_0.png
73.83979949469969,36.56509486752267,danna,2_0064map_1_0.png
73.52491621904808,34.21401438113945,danna,2_0064map_1_0.png
73.06690418173666,36.850074320417605,danna,2_0064map_1_0.png
72.40851187810149,35.02145616434177,danna,2_0064map_1_0.png
72.89514966774487,36.232618839145246,danna,2_0064map_1_0.png
74.26918577967913,34.11902123017447,danna,2_0064map_1_0.png
74.04017976102342,34.024028079209494,danna,2_0064map_1_0.png
72.89514966774487,36.06638082495653,danna,2_0064map_1_0.png
73.81117374236771,33.762796914055805,ladakensis,2_0064map_1_0.png
73.63941922837594,34.61773527274061,ladakensis,2_0064map_1_0.png
73.3531617050563,34.64148356048185,ladakensis,2_0064map_1_0.png
72.26538311644168,35.54391849464915,ladakensis,2_0064map_1_0.png
73.61079347604397,34.61773527274061,ladakensis,2_0064map_1_0.png
73.52491621904808,34.783973286929324,ladakensis,2_0064map_1_0.png
74.06880551335539,36.32761199011022,ladakensis,2_0064map_1_0.png
74.01155400869146,33.691552050832065,ladakensis,2_0064map_1_0.png
73.21003294339648,33.52531403664336,ladakensis,2_0064map_1_0.png
73.38178745738827,34.024028079209494,ladakensis,2_0064map_1_0.png
72.0936286024499,35.805149659802844,ladakensis,2_0064map_1_0.png
66.96961893502838,30.22430204061035,ladakensis,2_0064map_1_0.png
73.32453595272433,33.81029348953829,ladakensis,2_0064map_1_0.png
73.78254799003575,33.95278321598576,ladakensis,2_0064map_1_0.png
73.92567675169558,34.33275581984567,ladakensis,2_0064map_1_0.png
72.12225435478186,36.28011541462773,ladakensis,2_0064map_1_0.png
73.21003294339648,34.90271472563555,ladakensis,2_0064map_1_0.png
73.52491621904808,34.47524554629314,ladakensis,2_0064map_1_0.png
73.89705099936361,33.52531403664336,ladakensis,2_0064map_1_0.png
73.38178745738827,33.667803763090824,ladakensis,2_0064map_1_0.png
73.21003294339648,33.667803763090824,ladakensis,2_0064map_1_0.png

