"ID","File","Detection.method","X_WGS84","Y_WGS84","template","Red","Green","Blue","georef","species","Title"
28,"0-2_0111map_1_0.tif","point_matching",960,451,"a_1",255,0,0,0,"etrida","NA; Colotis etrida (Boisduval, 1836)"
29,"0-2_0111map_1_0.tif","point_matching",753,342,"a_1",255,0,0,0,"etrida","NA; Colotis etrida (Boisduval, 1836)"
30,"0-2_0111map_1_0.tif","point_matching",799,303,"a_1",255,0,0,0,"etrida","NA; Colotis etrida (Boisduval, 1836)"
31,"0-2_0111map_1_0.tif","point_matching",785,281,"a_1",255,0,0,0,"etrida","NA; Colotis etrida (Boisduval, 1836)"
32,"0-2_0111map_1_0.tif","point_matching",896,259,"a_1",255,0,0,0,"etrida","NA; Colotis etrida (Boisduval, 1836)"
33,"0-2_0111map_1_0.tif","point_matching",775,254,"a_1",255,0,0,0,"etrida","NA; Colotis etrida (Boisduval, 1836)"
34,"0-2_0116map_1_0.tif","point_matching",487,635,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
35,"0-2_0116map_1_0.tif","point_matching",698,584,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
36,"0-2_0116map_1_0.tif","point_matching",952,564,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
37,"0-2_0116map_1_0.tif","point_matching",976,497,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
38,"0-2_0116map_1_0.tif","point_matching",837,414,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
39,"0-2_0116map_1_0.tif","point_matching",704,401,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
40,"0-2_0116map_1_0.tif","point_matching",874,379,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
41,"0-2_0116map_1_0.tif","point_matching",895,322,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
42,"0-2_0116map_1_0.tif","point_matching",787,277,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
43,"0-2_0116map_1_0.tif","point_matching",899,274,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
44,"0-2_0116map_1_0.tif","point_matching",775,253,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
45,"0-2_0116map_1_0.tif","point_matching",803,242,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
46,"0-2_0116map_1_0.tif","point_matching",832,240,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
47,"0-2_0116map_1_0.tif","point_matching",816,204,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
48,"0-2_0116map_1_0.tif","point_matching",814,133,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
49,"0-2_0116map_1_0.tif","point_matching",847,121,"a_1",255,0,0,0,"kausala","NA; Ixias pyrene kausala (Moore, 1877)"
50,"0-2_0116map_1_1.tif","point_matching",452,1051,"a_1",255,0,0,0,"marianne","NA; Ixias marianne (Cramer, [1779])"
51,"0-2_0116map_1_1.tif","point_matching",977,508,"a_1",255,0,0,0,"marianne","NA; Ixias marianne (Cramer, [1779])"
52,"0-2_0116map_1_1.tif","point_matching",986,441,"a_1",255,0,0,0,"marianne","NA; Ixias marianne (Cramer, [1779])"
53,"0-2_0131map_1_0.tif","point_matching",552,1029,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
54,"0-2_0131map_1_0.tif","point_matching",399,934,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
55,"0-2_0131map_1_0.tif","point_matching",596,790,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
56,"0-2_0131map_1_0.tif","point_matching",801,692,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
57,"0-2_0131map_1_0.tif","point_matching",508,640,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
58,"0-2_0131map_1_0.tif","point_matching",779,618,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
59,"0-2_0131map_1_0.tif","point_matching",890,519,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
60,"0-2_0131map_1_0.tif","point_matching",974,507,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
61,"0-2_0131map_1_0.tif","point_matching",833,409,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
62,"0-2_0131map_1_0.tif","point_matching",986,353,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
63,"0-2_0131map_1_0.tif","point_matching",850,318,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
64,"0-2_0131map_1_0.tif","point_matching",798,301,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
65,"0-2_0131map_1_0.tif","point_matching",777,283,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
66,"0-2_0131map_1_0.tif","point_matching",802,273,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
67,"0-2_0131map_1_0.tif","point_matching",873,243,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
68,"0-2_0131map_1_0.tif","point_matching",829,241,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
69,"0-2_0131map_1_0.tif","point_matching",988,159,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
70,"0-2_0131map_1_0.tif","point_matching",803,136,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
71,"0-2_0131map_1_0.tif","point_matching",841,124,"a_1",255,0,0,0,"hecabe","NA; Eurema hecabe (Linnaeus, 1758)"
72,"0-2_0132map_1_0.tif","point_matching",977,509,"a_1",255,0,0,0,"silhetana","NA; Eurema blanda silhetana (Wallace, 1867)"
73,"0-2_0132map_1_0.tif","point_matching",973,408,"a_1",255,0,0,0,"silhetana","NA; Eurema blanda silhetana (Wallace, 1867)"
74,"0-2_0132map_1_0.tif","point_matching",900,306,"a_1",255,0,0,0,"silhetana","NA; Eurema blanda silhetana (Wallace, 1867)"
75,"0-2_0132map_1_1.tif","point_matching",974,512,"a_1",255,0,0,0,"rubella","NA; Eurema brigitta rubella (Wallace, 1867)"
76,"0-2_0132map_1_1.tif","point_matching",985,343,"a_1",255,0,0,0,"rubella","NA; Eurema brigitta rubella (Wallace, 1867)"
77,"0-2_0132map_1_1.tif","point_matching",903,327,"a_1",255,0,0,0,"rubella","NA; Eurema brigitta rubella (Wallace, 1867)"
78,"0-2_0132map_1_1.tif","point_matching",928,312,"a_1",255,0,0,0,"rubella","NA; Eurema brigitta rubella (Wallace, 1867)"
79,"0-2_0132map_1_1.tif","point_matching",891,309,"a_1",255,0,0,0,"rubella","NA; Eurema brigitta rubella (Wallace, 1867)"
80,"0-2_0135map_1_0.tif","point_matching",441,636,"a_1",255,0,0,0,"notfound",NA
81,"0-2_0135map_1_0.tif","point_matching",524,574,"a_1",255,0,0,0,"notfound",NA
82,"0-2_0135map_1_0.tif","point_matching",464,551,"a_1",255,0,0,0,"notfound",NA
83,"0-2_0135map_1_1.tif","point_matching",459,1054,"a_1",255,0,0,0,"notfound",NA
84,"0-2_0135map_1_1.tif","point_matching",466,1030,"a_1",255,0,0,0,"notfound",NA
85,"0-2_0135map_1_1.tif","point_matching",929,355,"a_1",255,0,0,0,"notfound",NA
86,"0-2_0135map_1_1.tif","point_matching",806,150,"a_1",255,0,0,0,"notfound",NA
87,"0-2_0135map_1_2.tif","point_matching",833,413,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
88,"0-2_0135map_1_2.tif","point_matching",936,343,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
89,"0-2_0135map_1_2.tif","point_matching",868,317,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
90,"0-2_0135map_1_2.tif","point_matching",915,294,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
91,"0-2_0135map_1_2.tif","point_matching",891,271,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
92,"0-2_0135map_1_2.tif","point_matching",841,223,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
93,"0-2_0135map_1_2.tif","point_matching",813,183,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
94,"0-2_0135map_1_2.tif","point_matching",814,130,"a_1",255,0,0,0,"uniformis","NA; Status of taxa trifurcata Moore, 1882, uniformis Moore, 1882 and lunulifera"
95,"0-2_0137map_1_0.tif","point_matching",910,319,"a_1",255,0,0,0,"notfound",NA
96,"0-2_0137map_1_0.tif","point_matching",946,305,"a_1",255,0,0,0,"notfound",NA
97,"0-2_0137map_1_1.tif","point_matching",987,328,"a_1",255,0,0,0,"epijarbas","NA; Deudoryx epijarbas (Moore, [1858])"
98,"0-2_0137map_1_1.tif","point_matching",850,325,"a_1",255,0,0,0,"epijarbas","NA; Deudoryx epijarbas (Moore, [1858])"
99,"0-2_0137map_1_1.tif","point_matching",936,219,"a_1",255,0,0,0,"epijarbas","NA; Deudoryx epijarbas (Moore, [1858])"
100,"0-2_0137map_1_1.tif","point_matching",806,130,"a_1",255,0,0,0,"epijarbas","NA; Deudoryx epijarbas (Moore, [1858])"
101,"0-2_0137map_1_1.tif","point_matching",833,123,"a_1",255,0,0,0,"epijarbas","NA; Deudoryx epijarbas (Moore, [1858])"
102,"0-2_0138map_1_0.tif","point_matching",610,1119,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
103,"0-2_0138map_1_0.tif","point_matching",457,1062,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
104,"0-2_0138map_1_0.tif","point_matching",562,1025,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
105,"0-2_0138map_1_0.tif","point_matching",871,366,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
106,"0-2_0138map_1_0.tif","point_matching",858,325,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
107,"0-2_0138map_1_0.tif","point_matching",780,289,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
108,"0-2_0138map_1_0.tif","point_matching",908,288,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
109,"0-2_0138map_1_0.tif","point_matching",903,265,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
110,"0-2_0138map_1_0.tif","point_matching",905,243,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
111,"0-2_0138map_1_0.tif","point_matching",1040,180,"a_1",255,0,0,0,"iarbus","NA; Rapala iarbus (Fabricius, 1787)"
112,"0-2_0140map_1_0.tif","point_matching",612,1118,"a_1",255,0,0,0,"isocrates","NA; Virachola isocrates (Fabricius, 1793)"
113,"0-2_0140map_1_0.tif","point_matching",457,1052,"a_1",255,0,0,0,"isocrates","NA; Virachola isocrates (Fabricius, 1793)"
114,"0-2_0140map_1_0.tif","point_matching",336,902,"a_1",255,0,0,0,"isocrates","NA; Virachola isocrates (Fabricius, 1793)"
115,"0-2_0140map_1_0.tif","point_matching",905,266,"a_1",255,0,0,0,"isocrates","NA; Virachola isocrates (Fabricius, 1793)"
116,"0-2_0140map_1_0.tif","point_matching",898,241,"a_1",255,0,0,0,"isocrates","NA; Virachola isocrates (Fabricius, 1793)"
117,"0-2_0140map_1_1.tif","point_matching",894,309,"a_1",255,0,0,0,"rama","NA; Arhopala rama (Kollar, 1844)"
118,"0-2_0140map_1_1.tif","point_matching",902,246,"a_1",255,0,0,0,"rama","NA; Arhopala rama (Kollar, 1844)"
119,"0-2_0141map_1_0.tif","point_matching",875,340,"a_1",255,0,0,0,"dodonaea","NA; Arhopala dodonaea (Moore, [1858])"
120,"0-2_0141map_1_0.tif","point_matching",934,304,"a_1",255,0,0,0,"dodonaea","NA; Arhopala dodonaea (Moore, [1858])"
121,"0-2_0141map_1_0.tif","point_matching",895,246,"a_1",255,0,0,0,"dodonaea","NA; Arhopala dodonaea (Moore, [1858])"
122,"0-2_0141map_1_0.tif","point_matching",811,216,"a_1",255,0,0,0,"dodonaea","NA; Arhopala dodonaea (Moore, [1858])"
123,"0-2_0141map_1_0.tif","point_matching",835,134,"a_1",255,0,0,0,"dodonaea","NA; Arhopala dodonaea (Moore, [1858])"
124,"0-2_0141map_1_0.tif","point_matching",813,133,"a_1",255,0,0,0,"dodonaea","NA; Arhopala dodonaea (Moore, [1858])"
125,"0-2_0141map_1_1.tif","point_matching",910,273,"a_1",255,0,0,0,"ganesa","NA; Panchala ganesa (Moore, [1858])"
126,"0-2_0141map_1_1.tif","point_matching",813,205,"a_1",255,0,0,0,"ganesa","NA; Panchala ganesa (Moore, [1858])"
127,"0-2_0141map_1_1.tif","point_matching",806,181,"a_1",255,0,0,0,"ganesa","NA; Panchala ganesa (Moore, [1858])"
128,"0-2_0141map_1_1.tif","point_matching",808,133,"a_1",255,0,0,0,"ganesa","NA; Panchala ganesa (Moore, [1858])"
129,"0-2_0141map_1_1.tif","point_matching",836,128,"a_1",255,0,0,0,"ganesa","NA; Panchala ganesa (Moore, [1858])"
130,"0-2_0143map_1_0.tif","point_matching",722,322,"a_1",255,0,0,0,"syla","NA; Neozepbyrus syla (Kollar, 1844)"
131,"0-2_0143map_1_0.tif","point_matching",851,234,"a_1",255,0,0,0,"syla","NA; Neozepbyrus syla (Kollar, 1844)"
132,"0-2_0143map_1_0.tif","point_matching",799,216,"a_1",255,0,0,0,"syla","NA; Neozepbyrus syla (Kollar, 1844)"
133,"0-2_0143map_1_0.tif","point_matching",921,215,"a_1",255,0,0,0,"syla","NA; Neozepbyrus syla (Kollar, 1844)"
134,"0-2_0143map_1_0.tif","point_matching",851,198,"a_1",255,0,0,0,"syla","NA; Neozepbyrus syla (Kollar, 1844)"
135,"0-2_0143map_1_0.tif","point_matching",806,184,"a_1",255,0,0,0,"syla","NA; Neozepbyrus syla (Kollar, 1844)"
136,"0-2_0148map_1_0.tif","point_matching",449,1062,"a_1",255,0,0,0,"comedarum_",NA
137,"0-2_0148map_1_0.tif","point_matching",440,634,"a_1",255,0,0,0,"comedarum_",NA
138,"0-2_0148map_1_0.tif","point_matching",475,597,"a_1",255,0,0,0,"comedarum_",NA
139,"0-2_0148map_1_0.tif","point_matching",495,591,"a_1",255,0,0,0,"comedarum_",NA
140,"0-2_0148map_1_0.tif","point_matching",853,326,"a_1",255,0,0,0,"comedarum_",NA
141,"0-2_0148map_1_0.tif","point_matching",897,313,"a_1",255,0,0,0,"comedarum_",NA
142,"0-2_0148map_1_0.tif","point_matching",928,301,"a_1",255,0,0,0,"comedarum_",NA
143,"0-2_0148map_1_0.tif","point_matching",779,287,"a_1",255,0,0,0,"comedarum_",NA
144,"0-2_0148map_1_0.tif","point_matching",780,246,"a_1",255,0,0,0,"comedarum_",NA
145,"0-2_0148map_1_0.tif","point_matching",843,236,"a_1",255,0,0,0,"comedarum_",NA
146,"0-2_0148map_1_0.tif","point_matching",817,212,"a_1",255,0,0,0,"comedarum_",NA
147,"0-2_0148map_1_0.tif","point_matching",969,207,"a_1",255,0,0,0,"comedarum_",NA
148,"0-2_0148map_1_0.tif","point_matching",932,207,"a_1",255,0,0,0,"comedarum_",NA
149,"0-2_0148map_1_0.tif","point_matching",857,203,"a_1",255,0,0,0,"comedarum_",NA
150,"0-2_0148map_1_0.tif","point_matching",1045,201,"a_1",255,0,0,0,"comedarum_",NA
151,"0-2_0148map_1_0.tif","point_matching",1020,194,"a_1",255,0,0,0,"comedarum_",NA
152,"0-2_0148map_1_0.tif","point_matching",986,181,"a_1",255,0,0,0,"comedarum_",NA
153,"0-2_0148map_1_0.tif","point_matching",889,180,"a_1",255,0,0,0,"comedarum_",NA
154,"0-2_0148map_1_0.tif","point_matching",1031,167,"a_1",255,0,0,0,"comedarum_",NA
155,"0-2_0148map_1_0.tif","point_matching",817,165,"a_1",255,0,0,0,"comedarum_",NA
156,"0-2_0148map_1_0.tif","point_matching",1091,156,"a_1",255,0,0,0,"comedarum_",NA
157,"0-2_0148map_1_0.tif","point_matching",931,124,"a_1",255,0,0,0,"comedarum_",NA
158,"0-2_0148map_1_0.tif","point_matching",1055,123,"a_1",255,0,0,0,"comedarum_",NA
159,"0-2_0148map_1_0.tif","point_matching",854,122,"a_1",255,0,0,0,"comedarum_",NA
160,"0-2_0148map_1_0.tif","point_matching",976,118,"a_1",255,0,0,0,"comedarum_",NA
161,"0-2_0148map_1_0.tif","point_matching",951,105,"a_1",255,0,0,0,"comedarum_",NA
162,"0-2_0148map_1_0.tif","point_matching",830,91,"a_1",255,0,0,0,"comedarum_",NA
163,"0-2_0148map_1_0.tif","point_matching",1033,55,"a_1",255,0,0,0,"comedarum_",NA
164,"0-2_0154map_1_0.tif","point_matching",454,1055,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
165,"0-2_0154map_1_0.tif","point_matching",797,689,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
166,"0-2_0154map_1_0.tif","point_matching",449,650,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
167,"0-2_0154map_1_0.tif","point_matching",776,611,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
168,"0-2_0154map_1_0.tif","point_matching",815,603,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
169,"0-2_0154map_1_0.tif","point_matching",975,508,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
170,"0-2_0154map_1_0.tif","point_matching",943,446,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
171,"0-2_0154map_1_0.tif","point_matching",851,315,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
172,"0-2_0154map_1_0.tif","point_matching",751,293,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
173,"0-2_0154map_1_0.tif","point_matching",783,281,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
174,"0-2_0154map_1_0.tif","point_matching",774,257,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
175,"0-2_0154map_1_0.tif","point_matching",921,224,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
176,"0-2_0154map_1_0.tif","point_matching",849,215,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
177,"0-2_0154map_1_0.tif","point_matching",976,204,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
178,"0-2_0154map_1_0.tif","point_matching",1039,182,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
179,"0-2_0154map_1_0.tif","point_matching",851,177,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
180,"0-2_0154map_1_0.tif","point_matching",911,170,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
181,"0-2_0154map_1_0.tif","point_matching",943,134,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
182,"0-2_0154map_1_0.tif","point_matching",851,132,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
183,"0-2_0154map_1_0.tif","point_matching",899,120,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
184,"0-2_0154map_1_0.tif","point_matching",810,117,"a_1",255,0,0,0,"boeticus","NA; Lampides boeticus (Linnaeus, 1767)"
185,"0-2_0156map_1_0.tif","point_matching",607,1119,"a_1",255,0,0,0,"strabo","NA; Catochrysops strabo (Fabricius, 1793)"
186,"0-2_0156map_1_0.tif","point_matching",450,1043,"a_1",255,0,0,0,"strabo","NA; Catochrysops strabo (Fabricius, 1793)"
187,"0-2_0156map_1_0.tif","point_matching",978,510,"a_1",255,0,0,0,"strabo","NA; Catochrysops strabo (Fabricius, 1793)"
188,"0-2_0156map_1_0.tif","point_matching",831,410,"a_1",255,0,0,0,"strabo","NA; Catochrysops strabo (Fabricius, 1793)"
189,"0-2_0158map_1_0.tif","point_matching",911,318,"a_1",255,0,0,0,"venosus","NA; Tarucus venosus Moore, 1882"
190,"0-2_0158map_1_0.tif","point_matching",854,318,"a_1",255,0,0,0,"venosus","NA; Tarucus venosus Moore, 1882"
191,"0-2_0158map_1_0.tif","point_matching",910,237,"a_1",255,0,0,0,"venosus","NA; Tarucus venosus Moore, 1882"
192,"0-2_0158map_1_1.tif","point_matching",459,1056,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
193,"0-2_0158map_1_1.tif","point_matching",460,1032,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
194,"0-2_0158map_1_1.tif","point_matching",565,1021,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
195,"0-2_0158map_1_1.tif","point_matching",579,837,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
196,"0-2_0158map_1_1.tif","point_matching",582,793,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
197,"0-2_0158map_1_1.tif","point_matching",505,663,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
198,"0-2_0158map_1_1.tif","point_matching",512,644,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
199,"0-2_0158map_1_1.tif","point_matching",830,599,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
200,"0-2_0158map_1_1.tif","point_matching",747,468,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
201,"0-2_0158map_1_1.tif","point_matching",780,295,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
202,"0-2_0158map_1_1.tif","point_matching",892,292,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
203,"0-2_0158map_1_1.tif","point_matching",870,235,"a_1",255,0,0,0,"nara","NA; Tarucus nara (Kollar, 1844)"
204,"0-2_0165map_1_0.tif","point_matching",453,1054,"a_1",255,0,0,0,"indica","NA; Zizina otis indica (Murray, 1874); Zizina otis indica (Murray, 1874)"
